lat,lng,elevation,slope,risk_score,risk_level
37.490776212907086,127.0373855441032,32.63,3416.9347,0.0,Safe
37.49077653056258,127.03636786288824,31.32,3661.4039,0.0,Safe
37.490776839451776,127.03535018165752,29.24,4120.9095,0.0,Safe
37.49077713957468,127.03433250041152,27.64,4143.7693,0.0,Safe
37.49077743093129,127.03331481915062,24.38,3077.4699,0.5,Caution
37.49077771352162,127.03229713787528,21.87,2132.2157,0.5,Caution
37.49077798734565,127.03127945658596,19.86,1175.4078,1.0,Danger
37.49077825240339,127.03026177528312,18.82,709.4189,1.0,Danger
37.49077850869483,127.02924409396712,17.97,436.4744,1.0,Danger
37.49077875621998,127.02822641263846,17.46,366.6564,1.0,Danger
37.49077899497884,127.0272087312976,17.31,328.3446,1.0,Danger
37.49077922497139,127.02619104994491,17.01,359.3658,1.0,Danger
37.490779446197664,127.02517336858092,17.1,606.3369,1.0,Danger
37.49077965865764,127.02415568720602,18.68,1229.6907,1.0,Danger
37.49077986235132,127.02313800582064,20.84,1567.238,1.0,Danger
37.49078005727871,127.02212032442525,20.71,1796.1466,1.0,Danger
37.490780243439794,127.02110264302028,21.93,1895.8905,1.0,Danger
37.49078042083459,127.02008496160614,24.01,1732.1831,1.0,Danger
37.490780589463085,127.01906728018332,27.17,2095.633,0.0,Safe
37.49078074932528,127.01804959875224,26.63,2481.7394,0.0,Safe
37.49078090042119,127.01703191731332,22.08,2303.0674,0.5,Caution
37.4907810427508,127.01601423586705,21.57,1987.2631,0.5,Caution
37.49094583953483,127.03805356835942,30.68,2549.565,0.0,Safe
37.4909461629459,127.03703588485078,31.74,3420.3057,0.0,Safe
37.49094647759063,127.03601820132614,29.61,3546.678,0.0,Safe
37.49094678346899,127.03500051778587,27.72,3998.201,0.0,Safe
37.49094708058103,127.03398283423049,26.15,3723.7727,0.0,Safe
37.49094736892673,127.03296515066032,23.38,2634.1263,0.5,Caution
37.49094764850607,127.03194746707588,20.76,1657.2297,1.0,Danger
37.49094791931906,127.0309297834776,19.26,935.1439,1.0,Danger
37.49094818136573,127.02991209986595,18.49,591.6791,1.0,Danger
37.49094843464603,127.02889441624134,17.78,385.0216,1.0,Danger
37.49094867915999,127.0278767326042,17.41,355.8073,1.0,Danger
37.491587119460775,127.03738594826716,28.56,2653.5784,0.0,Safe
37.49158743712552,127.03636825605038,29.13,3060.6448,0.0,Safe
37.49158774602372,127.0353505638178,24.92,3825.4883,0.5,Caution
37.49158804615536,127.03433287156992,23.6,3063.6325,0.5,Caution
37.49158833752047,127.0333151793072,23.83,2673.2478,0.5,Caution
37.49158862011901,127.03229748703002,20.27,1645.9554,1.0,Danger
37.49158889395101,127.03127979473886,18.81,933.4571,1.0,Danger
37.49158915901647,127.03026210243416,18.23,540.9518,1.0,Danger
37.49158941531538,127.02924441011632,18.11,492.7523,1.0,Danger
37.49158966284774,127.02822671778584,17.44,380.1058,1.0,Danger
37.49158990161354,127.02720902544311,16.72,401.8442,1.0,Danger
37.49159013161281,127.0261913330886,16.18,479.3585,1.0,Danger
37.49159035284552,127.02517364072276,16.54,590.3185,1.0,Danger
37.49159056531168,127.024155948346,17.18,1027.9061,1.0,Danger
37.491590769011296,127.02313825595876,19.21,1653.3528,1.0,Danger
37.49159096394436,127.02212056356151,24.09,2298.6618,0.5,Caution
37.491591150110864,127.02110287115468,28.74,3340.7533,0.0,Safe
37.49159132751083,127.0200851787387,30.65,3643.0598,0.0,Safe
37.49159149614424,127.01906748631404,33.25,5132.1514,0.0,Safe
37.49159165601109,127.01804979388108,28.47,3514.9131,0.0,Safe
37.4915918071114,127.01703210144034,18.62,2903.777,0.5,Caution
37.49159194944515,127.0160144089922,17.65,2262.8459,0.5,Caution
37.49175674605894,127.0380539797477,26.49,2512.9763,0.0,Safe
37.49175706947943,127.03703628523716,29.63,2850.2521,0.0,Safe
37.49175738413331,127.03601859071055,27.56,3268.3573,0.0,Safe
37.491757690020606,127.03500089616836,23.6,3510.8347,0.5,Caution
37.49175798714129,127.03398320161102,23.46,2649.6499,0.5,Caution
37.49175827549538,127.03296550703892,21.51,2149.892,0.5,Caution
37.49175855508287,127.03194781245256,19.31,1285.6632,1.0,Danger
37.49175882590375,127.03093011785236,18.3,716.7417,1.0,Danger
37.49175908795804,127.02991242323874,18.15,489.3199,1.0,Danger
37.491759341245725,127.0288947286122,17.75,420.9155,1.0,Danger
37.49175958576681,127.02787703397313,17.17,393.5198,1.0,Danger
37.49175982152128,127.02685933932196,16.35,426.952,1.0,Danger
37.49239802590289,127.03738635244731,26.84,2489.749,0.0,Safe
37.49239834357687,127.03636864922824,28.36,3155.8081,0.0,Safe
37.49239865248406,127.0353509459934,23.9,2576.1404,0.5,Caution
37.492398952624455,127.03433324274326,20.78,2220.3165,0.5,Caution
37.49239924399804,127.03331553947822,19.33,1734.6557,1.0,Danger
37.492399526604814,127.03229783619878,18.5,1174.1411,1.0,Danger
37.49239980044481,127.03128013290532,17.78,657.9798,1.0,Danger
37.49240006551797,127.03026242959832,17.65,418.8403,1.0,Danger
37.49240032182435,127.0292447262782,17.44,380.5803,1.0,Danger
37.49240056936391,127.02822702294544,17.03,363.43,1.0,Danger
37.49240080813668,127.02720931960042,16.58,309.1606,1.0,Danger
37.49240103814264,127.02619161624362,16.36,254.2775,1.0,Danger
37.4924012593818,127.02517391287546,16.86,445.6913,1.0,Danger
37.492401471854144,127.02415620949644,17.0,842.7235,1.0,Danger
37.49240167555969,127.02313850610692,18.22,1545.2197,1.0,Danger
37.492401870498426,127.02212080270738,22.23,2110.2701,0.5,Caution
37.49240205667036,127.02110309929824,25.98,2895.4896,0.0,Safe
37.49240223407549,127.02008539587996,27.5,3035.2661,0.0,Safe
37.4924024027138,127.019067692453,30.91,4724.9226,0.0,Safe
37.49240256258532,127.01804998901778,25.07,3530.8833,0.5,Caution
37.492402713690026,127.01703228557471,16.21,2975.8157,0.5,Caution
37.49240285602792,127.0160145821243,16.26,2013.6552,0.5,Caution
37.49256765247146,127.03805439115249,24.43,2309.4723,0.5,Caution
37.492567975901366,127.03703668563958,27.31,2649.5692,0.0,Safe
37.49256829056442,127.03601898011058,25.67,2832.1373,0.0,Safe
37.492568596460615,127.03500127456604,22.02,2435.0272,0.5,Caution
37.492568893589954,127.03398356900628,19.83,1933.1426,1.0,Danger
37.49256918195243,127.03296586343184,18.85,1418.6844,1.0,Danger
37.49256946154807,127.03194815784308,18.04,890.8198,1.0,Danger
37.49256973237684,127.0309304522405,17.64,490.7323,1.0,Danger
37.492569994438746,127.02991274662452,17.49,377.9157,1.0,Danger
37.492570247733816,127.0288950409956,17.13,375.5064,1.0,Danger
37.49257049226201,127.0278773353541,16.85,345.3004,1.0,Danger
37.49257072802335,127.02685962970058,16.41,265.6169,1.0,Danger
37.493208932233394,127.03738675664368,23.16,1872.3902,1.0,Danger
37.49320924991663,127.03636904242188,23.04,2000.6828,0.5,Caution
37.49320955883282,127.03535132818432,20.85,1820.028,1.0,Danger
37.49320985898194,127.03433361393144,19.11,1406.782,1.0,Danger
37.49321015036401,127.03331589966368,18.17,1049.6167,1.0,Danger
37.49321043297902,127.03229818538148,17.79,603.5596,1.0,Danger
37.49321070682698,127.03128047108532,17.51,369.4367,1.0,Danger
37.49321097190788,127.03026275677558,17.21,402.2697,1.0,Danger
37.49321122822171,127.02924504245274,16.87,432.3176,1.0,Danger
37.49321147576849,127.02822732811724,16.59,352.8553,1.0,Danger
37.49321171454822,127.02720961376951,16.57,264.6044,1.0,Danger
37.49321194456087,127.02619189941,16.43,303.7378,1.0,Danger
37.49321216580647,127.0251741850391,16.3,426.4184,1.0,Danger
37.493212378285016,127.02415647065732,16.5,812.9346,1.0,Danger
37.49321258199648,127.02313875626508,17.48,1417.0031,1.0,Danger
37.4932127769409,127.0221210418628,19.89,2131.5766,0.5,Caution
37.493212963118246,127.02110332745094,22.3,2752.7262,0.5,Caution
37.49321314052855,127.02008561302996,24.27,3174.0137,0.5,Caution
37.49321330917178,127.01906789860024,24.38,3684.2702,0.5,Caution
37.49321346904795,127.01805018416228,18.0,2938.2226,0.5,Caution
37.49321362015705,127.01703246971653,14.85,2506.6467,0.5,Caution
37.493213762499096,127.01601475526334,15.54,1910.4659,1.0,Danger
37.49337855877239,127.03805480257374,22.97,1544.6355,1.0,Danger
37.49337888221172,127.037037086058,22.99,1729.3355,1.0,Danger
37.49337919688392,127.03601936952624,21.76,1920.5023,1.0,Danger
37.49337950278903,127.03500165297883,19.92,1581.909,1.0,Danger
37.49337979992704,127.03398393641628,18.49,1221.9988,1.0,Danger
37.493380088297904,127.032966219839,17.82,842.0918,1.0,Danger
37.493380367901686,127.03194850324743,17.66,423.5,1.0,Danger
37.49338063873834,127.03093078664205,17.42,355.9979,1.0,Danger
37.49338090080789,127.02991307002324,17.1,403.679,1.0,Danger
37.49338115411034,127.02889535339148,16.74,409.7539,1.0,Danger
37.49338139864566,127.02787763674722,16.51,290.1382,1.0,Danger
37.493381634413865,127.02685992009084,16.45,263.3691,1.0,Danger
37.49338186141495,127.02584220342284,16.23,352.8773,1.0,Danger
37.49401983845231,127.03738716085624,21.73,1346.3489,1.0,Danger
37.4940201561448,127.03636943563129,20.86,1453.2809,1.0,Danger
37.49402046506998,127.03535171039056,19.57,1440.9182,1.0,Danger
37.494020765227845,127.0343339851345,18.5,1223.5062,1.0,Danger
37.4940210566184,127.03331625986358,17.58,1046.3251,1.0,Danger
37.49402133924165,127.03229853457825,17.45,660.6963,1.0,Danger
37.49402161309758,127.0312808092789,17.64,440.5796,1.0,Danger
37.4940218781862,127.030263083966,17.32,626.9483,1.0,Danger
37.49402213450749,127.02924535863998,16.99,639.5668,1.0,Danger
37.49402238206148,127.02822763330128,16.52,502.8762,1.0,Danger
37.49402262084816,127.0272099079504,16.03,372.5895,1.0,Danger
37.49402285086752,127.02619218258768,15.97,392.4412,1.0,Danger
37.494023072119546,127.02517445721362,15.47,519.2071,1.0,Danger
37.49402328460428,127.0241567318287,15.3,676.4269,1.0,Danger
37.494023488321695,127.02313900643328,15.76,1167.5257,1.0,Danger
37.49402368327178,127.02212128102784,17.52,1872.4795,1.0,Danger
37.494023869454566,127.0211035556128,19.28,2594.6701,0.5,Caution
37.49402404687002,127.02008583018863,18.11,2856.2076,0.5,Caution
37.49402421551816,127.01906810475576,15.53,2800.5141,0.5,Caution
37.494024375399,127.01805037931462,14.18,2506.5846,0.5,Caution
37.4940245265125,127.01703265386568,14.54,2108.4471,0.5,Caution
37.494024668858685,127.01601492840932,15.62,1831.0813,1.0,Danger
37.494189464961714,127.0380552140115,22.42,1161.7399,1.0,Danger
37.49418978841046,127.03703748649252,21.53,1268.9901,1.0,Danger
37.494190103091846,127.03601975895748,20.43,1402.4546,1.0,Danger
37.49419040900587,127.0350020314068,19.21,1281.8843,1.0,Danger
37.49419070615252,127.033984303841,18.36,1048.3358,1.0,Danger
37.49419099453179,127.03296657626046,17.62,792.6388,1.0,Danger
37.49419127414371,127.03194884866564,17.66,464.1673,1.0,Danger
37.494191544988254,127.03093112105698,17.62,539.3843,1.0,Danger
37.49419180706544,127.02991339343492,17.35,673.6313,1.0,Danger
37.49419206037525,127.02889566579992,16.99,593.2976,1.0,Danger
37.49419230491769,127.02787793815236,16.18,480.5916,1.0,Danger
37.494192540692765,127.02686021049271,16.03,340.0981,1.0,Danger
37.49419276770048,127.02584248282147,15.62,475.1726,1.0,Danger
37.49419298594081,127.02482475513902,15.24,564.1724,1.0,Danger
37.49483074455964,127.03738756508498,22.05,1187.2856,1.0,Danger
37.494831062261376,127.03636982885642,21.2,1254.7787,1.0,Danger
37.49483137119556,127.03535209261209,20.05,1480.6992,1.0,Danger
37.49483167136218,127.03433435635242,19.42,1437.8612,1.0,Danger
37.49483196276122,127.03331662007793,19.13,1169.1609,1.0,Danger
37.494832245392686,127.03229888378894,17.92,973.792,1.0,Danger
37.49483251925659,127.031281147486,18.13,1032.4954,1.0,Danger
37.49483278435292,127.03026341116949,18.22,1336.2424,1.0,Danger
37.4948330406817,127.02924567483988,17.91,1328.2014,1.0,Danger
37.494833288242894,127.02822793849757,16.67,953.9888,1.0,Danger
37.49483352703651,127.02721020214304,15.81,622.3918,1.0,Danger
37.49483375706257,127.02619246577676,15.6,522.8754,1.0,Danger
37.49483397832106,127.02517472939908,14.81,615.7229,1.0,Danger
37.49483419081198,127.02415699301052,14.77,621.1719,1.0,Danger
37.49483439453533,127.02313925661149,14.75,858.3908,1.0,Danger
37.49483458949109,127.02212152020245,15.73,1342.8917,1.0,Danger
37.494834775679294,127.0211037837838,16.74,1845.6204,1.0,Danger
37.49483495309991,127.02008604735602,13.98,2046.3089,0.5,Caution
37.49483512175296,127.01906831091952,13.2,2416.3125,0.5,Caution
37.49483528163845,127.01805057447476,14.27,2132.13,0.5,Caution
37.49483543275636,127.0170328380222,15.96,1972.9577,0.5,Caution
37.49483557510669,127.01601510156225,16.93,2210.0262,0.5,Caution
37.49500037103947,127.03805562546572,23.05,1247.5899,1.0,Danger
37.49500069449763,127.03703788694304,22.12,1184.4765,1.0,Danger
37.495001009188165,127.0360201484043,21.07,1353.9404,1.0,Danger
37.4950013151111,127.03500240984997,20.12,1435.5217,1.0,Danger
37.49500161226639,127.03398467128044,20.19,1411.7288,1.0,Danger
37.49500190065408,127.03296693269624,18.77,1066.226,1.0,Danger
37.495002180274135,127.03194919409768,18.2,935.5214,1.0,Danger
37.495002451126574,127.03093145548532,18.49,1263.6116,1.0,Danger
37.495002713211385,127.02991371685955,18.79,1556.9036,1.0,Danger
37.49500296652858,127.02889597822085,17.82,1277.1373,1.0,Danger
37.49500321107814,127.0278782395696,16.34,753.6619,1.0,Danger
37.49500344686008,127.02686050090628,15.99,456.9676,1.0,Danger
37.4950036738744,127.0258427622313,15.19,605.304,1.0,Danger
37.4950038921211,127.02482502354516,14.66,615.5517,1.0,Danger
37.49564165055536,127.03738796932996,24.16,1930.8665,1.0,Danger
37.49564196826637,127.03637022209732,22.58,2068.6966,0.5,Caution
37.49564227720954,127.03535247484892,22.04,2281.4196,0.5,Caution
37.4956425773849,127.03433472758525,22.18,2053.4173,0.5,Caution
37.495642868792416,127.03331698030668,21.09,1702.7336,1.0,Danger
37.49564315143212,127.03229923301366,18.9,1413.6372,1.0,Danger
37.49564342530401,127.03128148570664,19.71,1664.8129,1.0,Danger
37.49564369040806,127.03026373838613,20.88,2041.0347,0.5,Caution
37.4956439467443,127.02924599105242,20.24,2132.3355,0.5,Caution
37.4956441943127,127.02822824370608,17.59,1607.7768,1.0,Danger
37.49564443311329,127.02721049634752,16.31,859.2633,1.0,Danger
37.495644663146045,127.02619274897717,15.54,738.2298,1.0,Danger
37.49564488441096,127.02517500159544,14.29,758.645,1.0,Danger
37.49564509690807,127.02415725420282,14.14,647.8976,1.0,Danger
37.49564530063736,127.02313950679974,14.22,685.6909,1.0,Danger
37.4956454955988,127.02212175938662,13.75,897.2034,1.0,Danger
37.49564568179242,127.02110401196391,13.93,1199.0423,1.0,Danger
37.49564585921821,127.0200862645321,13.16,1832.1928,1.0,Danger
37.49564602787618,127.01906851709154,13.7,2330.7076,0.5,Caution
37.49564618776631,127.01805076964274,15.71,2717.8448,0.5,Caution
37.49564633888862,127.01703302218613,18.61,3191.3194,0.5,Caution
37.4956464812431,127.01601527472212,20.37,3241.9227,0.5,Caution
37.49581127700561,127.03805603693644,25.76,2353.9573,0.0,Safe
37.4958116004732,127.03703828740964,23.99,2363.0387,0.5,Caution
37.4958119151729,127.03602053786676,22.83,2305.5327,0.5,Caution
37.49581222110474,127.03500278830826,22.68,2255.2618,0.5,Caution
37.49581251826869,127.0339850387346,22.66,2118.4882,0.5,Caution
37.49581280666477,127.03296728914624,20.09,1413.8579,1.0,Danger
37.495813086292976,127.03194953954358,19.42,1398.4999,1.0,Danger
37.495813357153295,127.03093178992708,21.04,1974.9548,0.5,Caution
37.49581361924575,127.02991404029716,21.96,2350.5032,0.5,Caution
37.49581387257031,127.0288962906543,19.7,2090.3841,0.5,Caution
37.495814117127,127.02787854099893,17.21,1299.5631,1.0,Danger
37.49581435291581,127.02686079133144,16.14,723.4633,1.0,Danger
37.49581457993674,127.02584304165232,14.85,749.2862,1.0,Danger
37.49581479818979,127.02482529196205,13.82,774.9283,1.0,Danger
37.49581500767496,127.02380754226095,14.17,649.1982,1.0,Danger
37.496452874159765,127.036370615354,25.19,3277.9939,0.5,Caution
37.49645318311194,127.03535285710112,25.53,3277.3733,0.5,Caution
37.49645348329604,127.03433509883293,24.83,2869.442,0.5,Caution
37.49645377471206,127.03331734054989,22.08,1990.5625,0.5,Caution
37.49645405735999,127.03229958225236,20.02,1827.3978,1.0,Danger
37.49645433123984,127.03128182394089,22.27,2068.582,0.5,Caution
37.496454596351626,127.03026406561582,24.84,2294.0768,0.5,Caution
37.49645485269532,127.02924630727767,23.35,2383.016,0.5,Caution
37.496455100270936,127.02822854892682,19.17,2109.6437,0.5,Caution
37.49645533907847,127.02721079056376,16.51,1322.7562,1.0,Danger
37.49645556911792,127.02619303218891,14.97,1043.109,1.0,Danger
37.4964557903893,127.0251752738027,13.36,975.4462,1.0,Danger
37.496456002892586,127.0241575154056,12.86,722.9366,1.0,Danger
37.4964562066278,127.023139756998,13.2,558.6002,1.0,Danger
37.49645640159492,127.02212199858042,12.46,1049.2109,1.0,Danger
37.496456587793965,127.0211042401532,13.04,1225.0072,1.0,Danger
37.49645676522493,127.02008648171686,14.14,1740.4765,1.0,Danger
37.4964569338878,127.01906872327184,15.3,2710.4346,0.5,Caution
37.4964570937826,127.01805096481851,19.0,3944.9084,0.5,Caution
37.4964572449093,127.0170332063574,22.37,4399.8541,0.5,Caution
37.49645738726792,127.01601544788888,27.26,4352.4399,0.0,Safe
37.496622182860165,127.03805644842367,29.03,3463.7349,0.0,Safe
37.496622506337175,127.03703868789228,26.62,3551.1349,0.0,Safe
37.49662282104604,127.0360209273448,26.42,3450.527,0.0,Safe
37.49662312698679,127.03500316678176,26.83,3521.6739,0.0,Safe
37.4966234241594,127.03398540620351,24.3,2615.2002,0.5,Caution
37.49662371256387,127.03296764561055,20.78,1837.9751,1.0,Danger
37.49662399220022,127.03194988500329,20.59,1838.0423,1.0,Danger
37.49662426306843,127.03093212438222,23.76,2214.9689,0.5,Caution
37.496624525168514,127.02991436374772,25.35,2450.5131,0.5,Caution
37.49662477850046,127.02889660310026,22.37,2495.6321,0.5,Caution
37.49662502306427,127.0278788424403,18.22,1833.6593,1.0,Danger
37.49662525885995,127.02686108176825,16.04,1121.588,1.0,Danger
37.49662548588749,127.02584332108457,14.25,979.3765,1.0,Danger
37.49662570414689,127.02482556038969,12.74,972.2913,1.0,Danger
37.49662591363816,127.02380779968402,12.91,601.7166,1.0,Danger
37.49726377994157,127.03637100862642,30.71,4230.3337,0.0,Safe
37.49726408890273,127.0353532393686,31.85,4323.992,0.0,Safe
37.49726438909556,127.0343354700955,28.13,3669.6337,0.0,Safe
37.49726468052007,127.03331770080749,22.09,2769.8099,0.5,Caution
37.49726496317624,127.03229993150508,21.38,2447.4745,0.5,Caution
37.49726523706408,127.03128216218865,23.37,2375.4654,0.5,Caution
37.49726550218357,127.03026439285868,26.23,1923.4986,0.0,Safe
37.49726575853473,127.02924662351556,25.33,2280.1481,0.5,Caution
37.49726600611756,127.0282288541598,20.77,2417.194,0.5,Caution
37.49726624493206,127.0272110847918,16.85,1809.4361,1.0,Danger
37.4972664749782,127.02619331541202,15.1,1348.5759,1.0,Danger
37.49726669625601,127.02517554602088,12.86,1218.3575,1.0,Danger
37.497266908765496,127.02415777661882,12.3,1087.9858,1.0,Danger
37.49726711250664,127.02314000720632,12.5,799.3749,1.0,Danger
37.49726730747944,127.02212223778378,12.86,781.8895,1.0,Danger
37.49726749368391,127.02110446835164,15.23,1277.2207,1.0,Danger
37.49726767112004,127.02008669891036,16.86,2393.5914,0.5,Caution
37.497267839787824,127.01906892946036,16.01,3697.8916,0.5,Caution
37.49726799968728,127.01805116000214,23.62,4800.5046,0.5,Caution
37.49726815081839,127.01703339053608,31.09,5201.3567,0.0,Safe
37.49726829318116,127.01601562106264,34.74,4970.3137,0.0,Safe
37.49743308860314,127.0380568599274,34.73,4182.0395,0.0,Safe
37.49743341208956,127.03703908839096,32.77,4361.8515,0.0,Safe
37.4974337268076,127.03602131683846,33.86,4623.0056,0.0,Safe
37.497434032757255,127.03500354527036,32.34,4393.465,0.0,Safe
37.497434329938514,127.03398577368712,25.68,3044.7869,0.0,Safe
37.4974346183514,127.03296800208912,22.31,2318.9662,0.5,Caution
37.49743489799588,127.03195023047688,22.73,2350.1516,0.5,Caution
37.49743516887198,127.03093245885076,25.24,2103.2776,0.5,Caution
37.49743543097969,127.02991468721126,26.29,2008.7965,0.0,Safe
37.49743568431902,127.02889691555878,23.65,2387.8977,0.5,Caution
37.49743592888995,127.02787914389376,19.17,2208.2182,0.5,Caution
37.49743616469248,127.02686137221669,16.82,1519.4426,1.0,Danger
37.49743639172664,127.02584360052798,14.29,1199.3664,1.0,Danger
37.49743660999241,127.02482582882806,12.83,930.2697,1.0,Danger
37.49743681948978,127.02380805711738,12.86,652.8517,1.0,Danger
37.49743702021876,127.02279028539638,13.07,591.2254,1.0,Danger
37.498074994581934,127.0353536216514,38.08,5348.7184,0.0,Safe
37.498075294783504,127.03433584137292,29.86,3761.5036,0.0,Safe
37.4980755862165,127.03331806107956,24.9,3037.8428,0.5,Caution
37.4980758688809,127.03230028077176,25.63,2624.4768,0.0,Safe
37.4980761427767,127.03128250044996,26.89,2648.7753,0.0,Safe
37.49807640790392,127.03026472011462,26.77,2400.4498,0.0,Safe
37.49807666426256,127.02924693976614,24.49,2722.5148,0.5,Caution
37.49807691185259,127.028229159405,21.35,2946.0432,0.5,Caution
37.49807715067404,127.0272113790316,18.63,2326.9318,0.5,Caution
37.49807738072688,127.02619359864649,16.22,1671.1871,1.0,Danger
37.49807760201115,127.02517581824996,13.95,1082.7525,1.0,Danger
37.49807781452682,127.02415803784253,14.06,621.5415,1.0,Danger
37.49807801827389,127.0231402574246,14.33,745.0113,1.0,Danger
37.49807821325237,127.0221224769967,14.71,1001.9761,1.0,Danger
37.498078399462266,127.0211046965592,15.76,1594.032,1.0,Danger
37.49807857690356,127.02008691611252,19.74,3524.7605,0.5,Caution
37.498078745576265,127.0190691356572,29.55,6361.6321,0.0,Safe
37.49807890548037,127.01805135519358,40.2,8602.755,0.0,Safe
37.498079056615886,127.01703357472216,39.84,7049.2885,0.0,Safe
37.4980791989828,127.01601579424332,40.23,6110.1371,0.0,Safe
37.4982439942345,127.03805727144758,42.32,4431.0678,0.0,Safe
37.49824431773035,127.03703948890568,41.13,4677.9619,0.0,Safe
37.49824463245755,127.03602170634774,40.94,5168.5781,0.0,Safe
37.498244938416114,127.0350039237742,35.2,4417.5966,0.0,Safe
37.49824523560603,127.03398614118548,27.64,3282.2173,0.0,Safe
37.49824552402731,127.03296835858204,25.57,2560.2916,0.5,Caution
37.498245803679936,127.03195057596427,26.73,2730.3908,0.0,Safe
37.49824607456392,127.03093279333272,27.58,2754.0351,0.0,Safe
37.49824633667927,127.02991501068774,26.65,2595.0771,0.0,Safe
37.49824659002597,127.0288972280298,23.96,2878.6897,0.5,Caution
37.49824683460402,127.02787944535932,20.76,2703.4713,0.5,Caution
37.49824707041344,127.02686166267678,18.09,2073.0439,0.5,Caution
37.4982472974542,127.0258438799826,15.27,1373.266,1.0,Danger
37.49824751572632,127.0248260972772,14.25,762.4061,1.0,Danger
37.49824772522979,127.02380831456108,14.07,581.9082,1.0,Danger
37.49824792596462,127.0227905318346,14.26,687.7006,1.0,Danger
37.49888590014954,127.03535400394956,38.4,4022.5627,0.0,Safe
37.49888620035986,127.03433621266524,31.38,3538.0787,0.0,Safe
37.498886491801336,127.03331842136608,27.57,3008.1483,0.0,Safe
37.49888677447397,127.03230063005246,28.44,3137.109,0.0,Safe
37.49888704837775,127.03128283872483,29.99,3888.0291,0.0,Safe
37.49888731351269,127.03026504738366,29.86,4289.3907,0.0,Safe
37.49888756987878,127.0292472560294,27.82,4114.1992,0.0,Safe
37.49888781747603,127.02822946466245,24.27,3765.2155,0.5,Caution
37.49888805630443,127.02721167328323,20.32,3162.5574,0.5,Caution
37.49888828636399,127.02619388189228,16.76,2226.0351,0.5,Caution
37.49888850765469,127.02517609048994,15.25,1201.9923,1.0,Danger
37.49888872017654,127.02415829907667,14.3,635.7488,1.0,Danger
37.49888892392955,127.02314050765295,13.47,521.6329,1.0,Danger
37.49888911891372,127.02212271621924,13.52,535.4942,1.0,Danger
37.49888930512903,127.02110492477593,14.12,1269.1417,1.0,Danger
37.49888948257549,127.02008713332344,15.56,2637.7795,0.5,Caution
37.49888965125309,127.01906934186228,24.03,4771.3108,0.5,Caution
37.49888981116186,127.01805155039284,36.03,6755.3266,0.0,Safe
37.49888996230178,127.01703375891556,34.1,5105.7554,0.0,Safe
37.49889010467285,127.01601596743092,36.6,4883.2336,0.0,Safe
37.49905489975426,127.03805768298426,47.67,4215.4303,0.0,Safe
37.49905522325953,127.03703988943649,45.34,4260.3715,0.0,Safe
37.4990555379959,127.0360220958726,42.54,4185.0239,0.0,Safe
37.499055843963376,127.03500430229316,36.33,3828.9072,0.0,Safe
37.49905614116194,127.03398650869856,29.92,3212.4187,0.0,Safe
37.49905642959162,127.03296871508918,28.19,2755.1284,0.0,Safe
37.49905670925239,127.03195092146557,30.01,3547.5091,0.0,Safe
37.49905698014427,127.03093312782808,31.61,4454.7022,0.0,Safe
